 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Surface Variation, Verticality, Class
1.574,1.27,1.679,0.5784,0.1652,0.8698,0.5695,0.8734,0
1.9,1.3,1.6,0.5864,0.1722,0.8872,0.5498,0.8094,0
1.388,1.29,1.824,0.5792,0.1718,0.8895,0.5358,0.8409,0
1.552,1.29,1.95,0.5852,0.1745,0.8958,0.5287,0.8588,0
1.386,1.29,1.738,0.5701,0.1683,0.8832,0.5339,0.8516,0
1.985,1.29,1.539,0.6043,0.1773,0.8942,0.5592,0.8897,0
2.075,1.28,1.753,0.6048,0.1755,0.889,0.5659,0.8586,0
1.72,1.28,1.557,0.5646,0.1695,0.8865,0.5318,0.8526,0
1.842,1.28,1.489,0.5924,0.1732,0.8878,0.5558,0.8791,0
1.753,1.3,1.588,0.5774,0.1642,0.8669,0.5734,0.8269,0
1.623,1.29,2.049,0.5917,0.1708,0.881,0.5649,0.8371,0
1.453,1.27,1.789,0.5635,0.1673,0.884,0.5151,0.8657,0
1.448,1.27,1.806,0.583,0.1652,0.8673,0.5793,0.8637,0
1.546,1.3,1.903,0.5913,0.1745,0.8937,0.5378,0.8079,0
1.515,1.27,1.676,0.5385,0.1523,0.8528,0.5149,0.7734,0
1.213,1.84,1.239,0.5643,0.09166,0.7548,0.5416,0.2793,3
1.215,1.85,1.433,0.5289,0.1077,0.7713,0.5236,0.2654,3
1.333,1.86,1.528,0.5291,0.1257,0.8015,0.5064,0.3279,3
0.8681,1.86,1.56,0.51,0.1182,0.7824,0.5494,0.06695,3
1.024,1.86,1.322,0.4571,0.09876,0.7263,0.6289,0.01015,3
1.09,1.86,1.236,0.4923,0.07888,0.716,0.6014,0.03338,3
1.284,1.86,1.274,0.452,0.08219,0.6993,0.6392,0.07356,3
1.244,1.8,1.338,0.4434,0.1013,0.7283,0.6217,0.06506,3
1.232,1.8,1.309,0.4202,0.09504,0.718,0.5828,0.02442,3
1.195,1.79,1.397,0.3817,0.08215,0.6722,0.6417,0.01637,3
1.079,1.88,1.127,0.4442,0.07951,0.6956,0.6296,0.05106,3
1.146,1.88,1.181,0.501,0.09533,0.7171,0.6777,0.1459,3
1.035,1.87,1.514,0.4763,0.1065,0.7392,0.6432,0.1219,3
1.031,1.81,1.351,0.4119,0.09681,0.717,0.5897,0.01643,3
0.9854,1.81,1.452,0.4167,0.1015,0.7243,0.604,0.009409,3
0.7746,1.82,1.328,0.3874,0.08541,0.6664,0.6945,0.01778,3
0.9263,1.82,1.286,0.3816,0.07078,0.6481,0.6761,0.03223,3
1.066,1.83,1.358,0.4149,0.08202,0.6673,0.707,0.1046,3
0.9804,1.83,1.388,0.417,0.09045,0.6893,0.6777,0.109,3
1.015,1.83,1.427,0.3876,0.08952,0.6956,0.59,0.02198,3
0.8188,1.83,1.547,0.3743,0.08336,0.6725,0.6336,0.01212,3
1.191,1.84,1.453,0.4013,0.08568,0.6825,0.6551,0.005386,3
1.129,1.84,1.245,0.4577,0.08702,0.6999,0.6664,0.1157,3
0.987,1.81,1.539,0.4582,0.101,0.7261,0.6449,0.09542,3
1.223,1.85,1.355,0.4099,0.09055,0.695,0.6471,0.06102,3
1.348,1.73,1.322,0.4553,0.1123,0.7592,0.5695,0.04198,3
1.309,1.76,1.37,0.4882,0.1152,0.7749,0.5384,0.01248,3
1.347,1.82,1.002,0.5389,0.1021,0.7652,0.5217,0.2206,3
1.163,1.82,1.344,0.5823,0.1077,0.7678,0.594,0.4493,3
1.173,1.83,1.727,0.569,0.1157,0.7843,0.5567,0.3291,3
1.233,1.74,1.421,0.5635,0.1216,0.7925,0.5582,0.4549,3
1.098,1.72,1.43,0.558,0.1245,0.8022,0.4993,0.638,3
1.226,1.73,1.376,0.5023,0.1101,0.7686,0.5426,0.3704,3
1.374,1.85,1.101,0.56,0.0971,0.7594,0.5506,0.9213,3
1.31,1.83,1.568,0.5975,0.1088,0.7721,0.5857,0.6093,3
1.295,1.85,1.571,0.6029,0.1273,0.8008,0.5699,0.6271,3
1.195,1.74,1.515,0.6233,0.137,0.8179,0.5558,0.7338,3
0.7893,1.74,0.6404,0.2702,0.03925,0.4955,0.8319,0.007366,3
0.8168,1.75,0.5978,0.2728,0.03974,0.4868,0.8582,0.006898,3
0.6284,1.85,0.5209,0.2923,0.0312,0.4528,0.9236,0.005579,3
0.5254,1.86,0.6403,0.2753,0.02996,0.4477,0.9167,0.002798,3
0.5749,1.87,0.6729,0.2875,0.03508,0.4742,0.8905,0.004903,3
0.7814,1.77,0.7107,0.2868,0.03836,0.5009,0.8421,0.004821,3
0.7995,1.8,0.7496,0.2886,0.04186,0.5088,0.835,0.006308,3
0.6361,1.79,0.7034,0.278,0.03576,0.4718,0.8868,0.003577,3
0.5469,1.88,0.4421,0.2618,0.02962,0.4385,0.9195,0.001814,3
0.5342,1.89,0.6385,0.2943,0.03836,0.4767,0.8985,0.002801,3
0.7991,1.8,0.5459,0.3028,0.04067,0.4975,0.8726,0.005484,3
0.8642,1.8,0.5266,0.2935,0.04169,0.5057,0.8481,0.006751,3
0.9485,1.8,0.6353,0.309,0.04428,0.5148,0.8527,0.007304,3
0.7504,1.8,0.5889,0.3007,0.0355,0.4709,0.9079,0.008848,3
0.558,1.9,0.5807,0.2839,0.03017,0.4455,0.9274,0.004812,3
0.5444,1.9,0.6621,0.3038,0.03327,0.4683,0.9106,0.003366,3
0.8404,1.81,0.7034,0.3184,0.0403,0.5071,0.8681,0.004321,3
0.8093,1.8,0.5175,0.3111,0.03942,0.5026,0.8681,0.003508,3
0.794,1.8,0.5886,0.3015,0.03906,0.4942,0.8743,0.003858,3
0.6102,1.8,0.6564,0.3003,0.033,0.4589,0.9224,0.002945,3
0.5904,1.8,0.4374,0.286,0.0308,0.4519,0.9199,0.0004607,3
0.6124,1.8,0.4808,0.2883,0.03419,0.4688,0.8992,0.0005515,3
1.044,1.8,0.4568,0.2983,0.04016,0.5082,0.8449,0.0007264,3
0.8704,1.8,0.4651,0.2893,0.04206,0.5044,0.8467,0.008502,3
0.8028,1.8,0.5164,0.2773,0.03763,0.4799,0.8738,0.005928,3
0.4564,1.8,0.6206,0.2764,0.02838,0.4401,0.9274,0.004777,3
1.802,1.8,0.6376,0.5545,0.09793,0.7398,0.6429,0.5293,3
0.6922,1.78,1.631,0.5092,0.1023,0.752,0.5866,0.4718,3
0.758,1.79,1.62,0.4775,0.1032,0.7539,0.5287,0.3097,3
0.764,1.78,1.406,0.4386,0.09928,0.7387,0.4903,0.03354,3
0.944,1.77,1.353,0.4631,0.1003,0.7434,0.5525,0.1818,3
0.8434,1.77,1.233,0.4295,0.08957,0.7099,0.6007,0.2246,3
0.8971,1.77,1.205,0.4218,0.0928,0.713,0.5955,0.1207,3
0.8065,1.78,1.358,0.434,0.1001,0.7293,0.5913,0.05804,3
0.8182,1.78,1.455,0.4034,0.09408,0.7107,0.5804,0.003081,3
0.9131,1.78,1.154,0.4219,0.09551,0.7212,0.5688,0.03578,3
0.8906,1.78,1.232,0.4219,0.0885,0.7065,0.5955,0.101,3
0.7355,1.83,1.392,0.4279,0.07586,0.6847,0.632,0.1589,3
0.6151,1.83,1.36,0.4392,0.08507,0.7019,0.6258,0.1172,3
0.7462,1.82,1.281,0.4192,0.09236,0.711,0.5981,0.03225,3
0.93,1.81,1.136,0.3974,0.09836,0.7152,0.5855,0.008741,3
0.9155,1.83,1.281,0.4506,0.1097,0.7516,0.5832,0.05302,3
0.7599,1.83,1.304,0.4587,0.1016,0.7366,0.6029,0.09756,3
0.7207,1.83,1.333,0.4472,0.08896,0.7164,0.5919,0.1621,3
0.64,1.83,1.362,0.4318,0.07723,0.6995,0.5625,0.01155,3
0.7942,1.83,1.336,0.4569,0.09483,0.7352,0.5321,0.0184,3
0.8349,1.83,1.34,0.4784,0.1032,0.7557,0.4954,0.2018,3
1.404,1.83,1.191,0.5258,0.1112,0.7758,0.527,0.4886,3
0.428,1.74,0.716,0.2807,0.03061,0.4518,0.9156,0.006398,3
0.426,1.72,0.4662,0.2632,0.02421,0.4223,0.9386,0.004816,3
0.5882,1.74,0.4371,0.2928,0.02917,0.4568,0.9148,0.005656,3
0.7396,1.74,0.4568,0.2859,0.0335,0.4802,0.8745,0.006322,3
0.8532,1.76,0.4476,0.2973,0.0356,0.5015,0.8485,0.004458,3
0.7298,1.75,0.475,0.2655,0.03481,0.481,0.8481,0.007091,3
0.6508,1.74,0.4354,0.2771,0.03242,0.4566,0.9073,0.00351,3
0.5703,1.75,0.4081,0.2604,0.02715,0.4297,0.9288,0.001137,3
0.5273,1.75,0.4442,0.2972,0.0317,0.46,0.9166,0.0001686,3
0.7343,1.77,0.5118,0.2843,0.03522,0.4766,0.8831,0.003657,3
0.8509,1.76,0.5684,0.3023,0.03741,0.5102,0.8395,0.002113,3
1.223,1.82,1.722,0.6339,0.1387,0.812,0.5955,0.6319,3
0.6571,1.77,0.7313,0.3107,0.03672,0.4796,0.9029,0.006425,3
0.4468,1.77,0.5447,0.3148,0.02821,0.4458,0.9415,0.004507,3
0.5449,1.76,0.4644,0.3139,0.03083,0.4605,0.9246,0.004538,3
0.8081,1.76,0.4917,0.3313,0.03995,0.5088,0.8743,0.003671,3
0.7345,1.76,0.4986,0.3114,0.03665,0.4986,0.8709,0.004556,3
0.788,1.76,0.4892,0.3298,0.0404,0.5133,0.8662,0.008665,3
0.7678,1.76,0.5091,0.3267,0.0381,0.4892,0.9001,0.008117,3
0.4553,1.85,0.4563,0.2818,0.0297,0.4432,0.9287,0.002861,3
1.024,1.93,1.326,0.5113,0.08655,0.74,0.5189,0.2696,3
0.9074,1.81,1.56,0.526,0.1053,0.7669,0.5297,0.4958,3
1.133,1.81,1.528,0.5462,0.1266,0.8003,0.5507,0.3634,3
1.163,1.81,1.547,0.5563,0.1217,0.7872,0.5866,0.3779,3
1.617,1.91,0.8487,0.5203,0.1026,0.7582,0.5636,0.3855,3
0.5656,1.82,0.4769,0.2927,0.03003,0.4479,0.9295,0.002912,3
1.175,1.9,1.283,0.5411,0.1029,0.764,0.5498,0.3018,3
0.3735,1.73,0.7402,0.2901,0.03425,0.4852,0.8707,0.005831,3
0.7258,1.72,0.7658,0.3109,0.04124,0.5207,0.8353,0.006471,3
0.6563,1.73,0.8413,0.2877,0.03913,0.5045,0.837,0.008233,3
0.7058,1.72,0.6648,0.2915,0.03727,0.485,0.8785,0.005768,3
0.5034,1.86,0.5758,0.2943,0.03263,0.4579,0.9193,0.0037,3
0.61,1.85,0.4327,0.2918,0.033,0.4588,0.9167,0.002959,3
1.415,1.86,1.309,0.5639,0.1197,0.7918,0.5402,0.493,3
1.099,1.75,1.724,0.5493,0.1251,0.7985,0.5466,0.5092,3
1.559,1.74,0.816,0.5449,0.1171,0.786,0.5408,0.4311,3
0.5566,1.87,0.7123,0.3174,0.04065,0.4906,0.8963,0.007328,3
0.5813,1.86,0.5637,0.321,0.03296,0.4609,0.9304,0.002851,3
0.491,1.85,0.5889,0.3315,0.03322,0.4729,0.9193,0.001276,3
1.276,1.85,1.264,0.5036,0.1173,0.783,0.5173,0.08536,3
1.219,1.73,1.492,0.4937,0.1201,0.7848,0.5348,0.1111,3
1.146,1.73,1.368,0.4661,0.1149,0.7708,0.5303,0.0149,3
1.045,1.85,1.31,0.4696,0.09559,0.7348,0.5773,0.006708,3
0.865,1.85,1.171,0.4476,0.0844,0.7111,0.5874,0.007386,3
0.9572,1.85,1.18,0.4326,0.0808,0.702,0.5804,0.01748,3
0.9313,1.84,1.451,0.4442,0.09911,0.7345,0.5663,0.03311,3
0.9121,1.73,1.504,0.4413,0.1014,0.7385,0.557,0.06342,3
1.074,1.73,1.406,0.4343,0.09521,0.7267,0.5535,0.06201,3
0.8145,1.85,1.253,0.4256,0.08699,0.7062,0.5919,0.02555,3
0.8692,1.85,1.216,0.4693,0.09431,0.7224,0.6313,0.06444,3
1.249,1.85,0.9838,0.4647,0.1033,0.7392,0.6105,0.06108,3
0.5199,1.8,0.7993,0.3008,0.03751,0.4944,0.8702,0.001638,3
0.676,1.67,0.6072,0.2874,0.03988,0.4931,0.8634,0.003682,3
1.251,1.73,1.323,0.4448,0.1099,0.7552,0.5474,0.0413,3
0.9998,1.86,1.424,0.4729,0.09951,0.7429,0.5672,0.05588,3
0.9711,1.86,1.651,0.472,0.08929,0.727,0.5757,0.1753,3
0.8897,1.86,1.98,0.4766,0.09315,0.7368,0.5499,0.07536,3
1.057,1.86,1.424,0.4605,0.09833,0.742,0.5252,0.06268,3
1.023,1.73,1.464,0.4398,0.09832,0.737,0.505,0.02166,3
1.129,1.73,1.377,0.4419,0.09608,0.7325,0.5314,0.03524,3
1.077,1.85,1.196,0.4342,0.0914,0.7224,0.5365,0.004382,3
1.328,1.85,0.6269,0.4583,0.08888,0.7203,0.5891,0.07948,3
0.5527,1.82,0.5997,0.2516,0.02986,0.4375,0.9109,0.003589,3
1.32,1.81,1.254,0.4248,0.1034,0.7371,0.5569,0.1952,3
1.166,1.68,1.432,0.4155,0.1043,0.7389,0.5234,0.1032,3
1.11,1.66,1.291,0.3942,0.09355,0.7112,0.5356,0.0323,3
1.134,1.69,1.244,0.3872,0.08389,0.6931,0.5231,0.002041,3
0.9476,1.72,1.166,0.3717,0.07424,0.6711,0.5226,0.06034,3
0.8992,1.56,1.177,0.3618,0.07381,0.666,0.4999,0.1083,3
0.9071,1.64,1.233,0.3454,0.07566,0.6591,0.5207,0.266,3
1.028,1.59,1.252,0.3181,0.0747,0.6422,0.5071,0.4167,3
0.7727,1.68,1.266,0.3344,0.07492,0.6524,0.5026,0.5626,3
0.7475,1.36,0.4251,0.1782,0.03313,0.4204,0.7869,0.01646,3
0.442,1.36,0.7014,0.164,0.02652,0.3858,0.832,0.02816,3
0.346,1.43,0.4675,0.1912,0.02146,0.387,0.9025,0.00297,3
0.8804,1.42,1.004,0.2892,0.05961,0.5803,0.6724,0.01248,3
0.9877,1.63,0.9899,0.3506,0.06919,0.6479,0.5775,0.01608,3
1.089,1.51,1.027,0.3666,0.07898,0.6765,0.4964,0.009911,3
1.24,1.75,0.8625,0.4056,0.08532,0.701,0.5524,0.4084,3
1.398,1.77,0.7383,0.4344,0.09845,0.7318,0.5545,0.3303,3
1.322,1.62,0.8074,0.4163,0.09162,0.7142,0.5585,0.4481,3
0.6644,1.51,1.336,0.4143,0.09279,0.7074,0.6124,0.462,3
0.6758,1.5,0.3412,0.2225,0.02872,0.433,0.8723,0.003465,3
0.5003,1.6,0.5653,0.2289,0.02841,0.4257,0.9007,0.004261,3
0.3747,1.6,0.5537,0.2102,0.02888,0.4163,0.8899,0.002104,3
0.4349,1.59,0.6201,0.1937,0.02985,0.4106,0.8689,0.01284,3
0.4147,1.4,0.6554,0.1898,0.02982,0.4094,0.8608,0.02699,3
0.4325,1.4,0.728,0.1766,0.03033,0.4027,0.8397,0.02248,3
0.3704,1.38,0.5322,0.1493,0.02579,0.3663,0.8369,0.001645,3
0.4034,1.27,0.4173,0.1419,0.02175,0.3457,0.8653,0.004087,3
0.5661,1.32,0.4648,0.1718,0.02694,0.3932,0.8395,0.002385,3
0.541,1.43,0.5873,0.2065,0.03189,0.4359,0.8334,0.0005203,3
0.4565,1.43,0.5498,0.1968,0.02751,0.4155,0.8537,4.46E-05,3
0.4595,1.43,0.583,0.1998,0.02699,0.4093,0.8788,0.002635,3
0.498,1.68,0.5242,0.2123,0.03043,0.4229,0.8819,0.0006335,3
0.3794,1.68,0.583,0.2343,0.035,0.451,0.8678,0.0002501,3
0.3524,1.69,0.614,0.2356,0.03126,0.443,0.8792,0.002919,3
0.5007,1.7,0.5659,0.2881,0.03044,0.4471,0.9282,0.003379,3
0.6554,1.69,0.5013,0.2917,0.03458,0.4701,0.9007,0.002936,3
0.6222,1.7,0.6282,0.3033,0.03719,0.4896,0.8808,0.002936,3
0.5905,1.7,0.7364,0.3092,0.03898,0.5039,0.863,0.00192,3
0.6379,1.71,0.7139,0.3142,0.04353,0.5145,0.8566,0.002401,3
0.6361,1.72,0.6022,0.2909,0.03732,0.4784,0.8903,0.002541,3
0.4373,1.73,0.6218,0.2685,0.02971,0.4426,0.9189,0.0003116,3
1.542,1.86,0.9145,0.5039,0.09578,0.7432,0.5796,0.3838,3
1.302,1.86,1.195,0.492,0.09803,0.7363,0.6169,0.3068,3
1.124,1.87,1.31,0.4847,0.09601,0.7317,0.6175,0.2669,3
0.9422,1.76,1.27,0.4234,0.07598,0.6972,0.5322,0.8361,3
0.8485,1.76,1.29,0.437,0.07757,0.7008,0.5721,0.413,3
1.026,1.75,1.275,0.4661,0.09231,0.7326,0.5503,0.2653,3
0.9998,1.73,1.297,0.4166,0.08183,0.7013,0.5427,0.4367,3
1.146,1.74,1.252,0.4319,0.08263,0.7034,0.5859,0.4459,3
1.16,1.72,1.163,0.4331,0.08569,0.7135,0.5379,0.4627,3
1.062,1.7,1.204,0.3717,0.08073,0.6816,0.5053,0.7492,3
0.9311,1.69,1.197,0.393,0.0649,0.6694,0.537,0.1738,3
1.033,1.69,1.178,0.3811,0.07703,0.6799,0.5208,0.05304,3
0.9011,1.68,1.168,0.3488,0.06988,0.6468,0.5871,0.3301,3
1.08,1.68,1.007,0.3542,0.06901,0.6513,0.5624,0.284,3
1.057,1.65,1.204,0.35,0.07339,0.658,0.5245,0.554,3
1.094,1.67,1.108,0.3668,0.07193,0.6625,0.5609,0.2558,3
1.253,1.64,1.129,0.3532,0.07612,0.6636,0.5317,0.4289,3
1.074,1.66,1.221,0.363,0.08228,0.676,0.5622,0.3775,3
0.9763,1.64,1.195,0.3492,0.07089,0.6507,0.5667,0.4756,3
1.109,1.64,1.103,0.3516,0.06721,0.6493,0.537,0.6065,3
0.9492,1.65,1.189,0.3698,0.07003,0.6642,0.5226,0.2317,3
1.014,1.64,1.053,0.3537,0.06493,0.6456,0.5632,0.4911,3
1.147,1.63,1.134,0.3698,0.07908,0.6768,0.5313,0.451,3
1.057,1.63,1.163,0.3602,0.07723,0.6682,0.5427,0.533,3
1.116,1.62,1.125,0.3697,0.07213,0.6651,0.552,0.5476,3
1.073,1.62,1.247,0.3808,0.07461,0.673,0.5647,0.4701,3
1.211,1.61,1.133,0.3607,0.0791,0.6704,0.5552,0.4938,3
1.272,1.36,0.9899,0.3351,0.07534,0.6499,0.5616,0.7062,3
1.11,1.59,1.208,0.3576,0.07915,0.6701,0.5403,0.5947,3
1.048,1.58,1.235,0.3464,0.07126,0.6522,0.5341,0.313,3
1.031,1.58,1.082,0.3412,0.06679,0.643,0.5293,0.4037,3
0.9389,1.57,1.088,0.3238,0.06384,0.6252,0.5658,0.3138,3
0.9912,1.58,1.157,0.3491,0.08104,0.669,0.5372,0.1996,3
0.9599,1.56,1.246,0.3191,0.07136,0.6353,0.5439,0.394,3
1.116,1.57,1.189,0.3626,0.08672,0.6868,0.5163,0.2608,3
1.029,1.56,0.9783,0.3335,0.06047,0.6288,0.5451,0.2592,3
1.158,1.76,1.033,0.3565,0.07345,0.6625,0.5044,0.0077,3
1.042,1.76,1.188,0.3921,0.07911,0.6878,0.5281,0.01126,3
1.117,1.76,1.276,0.4235,0.09082,0.7147,0.5662,0.06862,3
1.095,1.76,1.213,0.4274,0.07968,0.7018,0.5532,0.1547,3
1.091,1.76,1.08,0.3879,0.07003,0.6726,0.5406,0.3069,3
1.19,1.74,1.049,0.3907,0.07196,0.6774,0.5265,0.1692,3
0.9633,1.74,1.189,0.3845,0.07,0.6715,0.5313,0.3387,3
1.103,1.73,1.173,0.3779,0.07843,0.6772,0.5627,0.4725,3
1.115,1.51,1.018,0.3495,0.0698,0.6486,0.5741,0.8996,3
1.012,1.73,1.127,0.3736,0.07546,0.672,0.5503,0.5759,3
0.9836,1.71,1.335,0.4036,0.07023,0.6807,0.5402,0.5341,3
1.133,1.71,1.29,0.4042,0.0772,0.69,0.5384,0.3958,3
1.179,1.71,1.068,0.3833,0.07823,0.6813,0.5428,0.5463,3
1.176,1.7,1.17,0.3853,0.08623,0.6974,0.4794,0.4641,3
1.009,1.67,1.184,0.3667,0.07238,0.6626,0.5656,0.3603,3
1.046,1.67,1.161,0.3552,0.06695,0.651,0.5394,0.3003,3
0.9138,1.67,1.208,0.3598,0.07621,0.6673,0.5308,0.1185,3
1.032,1.67,1.27,0.3601,0.0832,0.6805,0.4877,0.322,3
1.186,1.65,1.078,0.3513,0.08091,0.6688,0.5514,0.3455,3
1.12,1.65,0.9487,0.3358,0.06618,0.6377,0.5472,0.3597,3
0.9008,1.64,1.15,0.3359,0.06135,0.6308,0.5539,0.4079,3
0.9289,1.65,1.118,0.3593,0.06808,0.6507,0.5839,0.2656,3
1.074,1.65,1.041,0.3649,0.0747,0.6645,0.5702,0.2623,3
1.185,1.64,1.133,0.3518,0.07582,0.6577,0.5829,0.3178,3
1.122,1.79,1.227,0.374,0.07887,0.6771,0.5512,0.1523,3
1.024,1.8,1.124,0.3483,0.0637,0.6302,0.6388,0.2378,3
1.189,1.78,0.9096,0.3519,0.06666,0.6414,0.607,0.197,3
1.115,1.79,1.023,0.3748,0.0696,0.6621,0.5751,0.02809,3
0.9936,1.78,1.086,0.3597,0.07554,0.6631,0.5689,0.06677,3
1.09,1.78,1.112,0.3601,0.0818,0.6749,0.55,0.1137,3
1.122,1.78,1.029,0.3319,0.072,0.645,0.531,0.2797,3
1.1,1.74,1.147,0.3473,0.07095,0.6467,0.5931,0.2072,3
1.077,1.75,1.091,0.3607,0.06762,0.6532,0.5624,0.1882,3
1.302,1.74,0.9685,0.374,0.0752,0.6691,0.577,0.1923,3
1.268,1.74,1.048,0.3398,0.07608,0.6562,0.53,0.3044,3
1.322,1.71,1.091,0.3385,0.0764,0.655,0.5445,0.3964,3
1.198,1.71,1.081,0.3408,0.07016,0.6452,0.5615,0.248,3
1.182,1.71,1.15,0.3593,0.07378,0.6599,0.5725,0.2969,3
1.034,1.71,1.112,0.3592,0.06968,0.6576,0.5292,0.2724,3
1.169,1.69,0.9728,0.3629,0.07226,0.6597,0.5714,0.3888,3
1.14,1.69,0.9367,0.3254,0.06796,0.6335,0.5498,0.4972,3
1.146,1.67,0.9815,0.3525,0.07358,0.6574,0.5574,0.5084,3
1.133,1.67,1.113,0.3434,0.06313,0.6337,0.5935,0.4561,3
1.08,1.67,1.112,0.354,0.06707,0.6503,0.541,0.4728,3
1.089,1.67,1.09,0.3457,0.07004,0.6485,0.5557,0.5698,3
1.06,1.66,1.17,0.3391,0.06677,0.64,0.5542,0.4455,3
1.108,1.66,1.059,0.3269,0.06574,0.631,0.5524,0.386,3
1.164,1.66,1.029,0.3473,0.06845,0.6493,0.5241,0.691,3
1.152,1.84,1.15,0.3783,0.07559,0.6766,0.5179,0.1886,3
1.047,1.84,1.129,0.3908,0.07639,0.6843,0.5073,0.09923,3
1.373,1.83,0.811,0.3789,0.08074,0.6853,0.4957,0.2634,3
1.288,1.82,0.5635,0.3439,0.0699,0.6422,0.6011,0.1717,3
1.171,1.83,0.8929,0.3345,0.07129,0.6351,0.6249,0.0164,3
0.9734,1.8,1.085,0.2969,0.05679,0.5911,0.6168,0.1782,3
1.166,1.8,0.949,0.3247,0.06876,0.6295,0.5968,0.1233,3
1.07,1.79,1.139,0.3049,0.06407,0.6055,0.6271,0.09291,3
0.5359,1.41,1.019,0.2101,0.04393,0.4975,0.602,0.05726,3
0.464,1.57,1.268,0.2625,0.05553,0.5703,0.5072,0.8029,3
0.8938,1.41,1.159,0.2522,0.05403,0.5458,0.6586,0.6943,3
1.039,1.4,1.08,0.245,0.04982,0.5298,0.6811,0.721,3
0.8147,1.21,1.191,0.2293,0.04821,0.511,0.6949,0.6657,3
0.5354,1.38,1.3,0.2452,0.05,0.5244,0.7124,0.567,3
0.6788,1.38,1.171,0.2538,0.053,0.5288,0.7441,0.413,3
0.8777,1.38,0.9805,0.2515,0.05363,0.5277,0.7455,0.3606,3
0.7372,1.36,1.22,0.2361,0.04807,0.5113,0.7244,0.5037,3
1.892,1.91,1.961,0.9643,0.1784,0.6026,0.8226,0.5124,3
2.417,2.08,0.8044,0.7856,0.09523,0.5397,0.8663,0.4359,3
1.917,2.08,2.351,0.889,0.1636,0.6317,0.8182,0.4339,3
1.535,2.23,2.178,0.9869,0.1828,0.5977,0.8198,0.4089,3
1.463,2.22,2.244,1.029,0.1838,0.5644,0.8244,0.4212,3
2.331,2.22,2.34,1.141,0.2073,0.5274,0.8146,0.4912,3
0.8339,1.38,1.622,0.3495,0.05747,0.5813,0.7822,0.9786,3
1.698,1.24,0.6474,0.3767,0.06229,0.6052,0.7669,0.848,3
0.8144,1.38,1.609,0.2738,0.05657,0.5622,0.6851,0.2496,3
1.068,1.77,1.386,0.4072,0.07653,0.6732,0.6497,0.6548,3
1.206,1.77,1.186,0.368,0.06322,0.6458,0.61,0.6119,3
0.6231,1.57,1.426,0.3369,0.06318,0.6278,0.6076,0.5474,3
0.4457,1.77,1.478,0.3694,0.0692,0.6539,0.6103,0.5033,3
0.561,1.57,1.478,0.3461,0.05842,0.6225,0.6388,0.62,3
0.9145,1.78,1.458,0.3664,0.06276,0.6395,0.6372,0.775,3
0.9897,1.81,1.405,0.412,0.08146,0.699,0.5416,0.6893,3
1.044,1.82,1.424,0.4468,0.08597,0.7189,0.5367,0.2707,3
0.854,1.82,1.54,0.4628,0.08413,0.7236,0.5031,0.07667,3
0.8525,1.83,1.493,0.4516,0.09069,0.7256,0.5528,0.2486,3
1.169,1.82,1.471,0.4105,0.08899,0.7082,0.5554,0.6616,3
1.326,1.83,1.373,0.3917,0.08597,0.6976,0.5348,0.7872,3
1.227,1.65,1.408,0.387,0.08682,0.6966,0.5387,0.8464,3
1.084,1.65,1.35,0.3788,0.07837,0.6805,0.5268,0.7453,3
0.9903,1.66,1.306,0.3914,0.07642,0.6847,0.5029,0.9758,3
0.8513,1.66,1.458,0.4075,0.08635,0.705,0.5319,0.4144,3
1.024,1.65,1.328,0.3831,0.08071,0.6831,0.5631,0.7078,3
1.173,1.7,1.308,0.4013,0.08464,0.698,0.5543,0.8373,3
1.157,1.69,1.265,0.3952,0.08258,0.6928,0.5484,0.6315,3
1.025,1.69,1.358,0.428,0.07989,0.7009,0.5669,0.4223,3
1.207,1.7,1.23,0.4186,0.0799,0.7002,0.5334,0.6077,3
0.8668,1.69,1.476,0.4026,0.08012,0.6922,0.5514,0.6404,3
0.8461,1.7,1.527,0.4041,0.08449,0.694,0.5934,0.6674,3
0.9859,1.74,1.515,0.3867,0.08408,0.6871,0.5857,0.7872,3
0.9303,1.75,1.539,0.3904,0.07676,0.6807,0.5642,0.823,3
0.8511,1.73,1.414,0.4015,0.07897,0.6891,0.5619,0.6401,3
1.033,1.72,1.245,0.3848,0.06409,0.6637,0.5441,0.6583,3
1.038,1.72,1.321,0.395,0.07753,0.6859,0.5432,0.5394,3
0.9869,1.78,1.405,0.3597,0.07623,0.6646,0.5647,0.9088,3
1.048,1.58,1.329,0.3454,0.07182,0.6454,0.6034,0.5101,3
0.9234,1.79,1.438,0.4088,0.08305,0.7013,0.5208,0.3818,3
0.8469,1.78,1.337,0.4003,0.07743,0.69,0.5094,0.01133,3
0.7518,1.77,1.399,0.3892,0.07249,0.6751,0.5566,0.2054,3
1.085,1.77,1.476,0.4071,0.08913,0.7055,0.5697,0.2068,3
1.129,1.77,1.359,0.3847,0.08918,0.6972,0.5635,0.3407,3
0.9237,1.64,1.354,0.3503,0.07664,0.6631,0.5271,0.4422,3
0.9754,1.65,1.341,0.3495,0.07818,0.6663,0.4978,0.1308,3
1.003,1.65,1.304,0.3505,0.07013,0.6544,0.4947,0.001713,3
0.9735,1.65,1.346,0.3556,0.07513,0.6638,0.524,0.0487,3
0.7494,1.65,1.382,0.342,0.06977,0.6466,0.5469,0.1756,3
