 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Surface Variation, Verticality, Class
2.477,1.21,1.65,0.6026,0.1652,0.8602,0.6004,0.9068,1
1.982,1.09,1.555,0.4442,0.1222,0.7689,0.6079,0.9035,1
1.855,1.22,1.689,0.4893,0.1391,0.812,0.5923,0.913,1
1.788,1.22,1.322,0.4955,0.1411,0.8188,0.5815,0.9365,1
2.295,1.09,1.595,0.5632,0.1531,0.8353,0.6168,0.8961,1
2.175,1.09,1.9,0.5812,0.157,0.8452,0.6039,0.9164,1
2.519,1.23,1.736,0.6147,0.1678,0.8615,0.6093,0.8876,1
1.439,1.21,1.77,0.4962,0.1401,0.8164,0.5833,0.9504,1
1.846,1.1,1.701,0.4807,0.1339,0.7974,0.608,0.9203,1
2.139,1.08,1.623,0.5678,0.1531,0.8363,0.6127,0.9339,1
2.511,1.22,1.715,0.5963,0.1636,0.8588,0.596,0.91,1
2.394,1.23,1.762,0.5938,0.1615,0.8521,0.607,0.8914,1
1.606,1.09,2.431,0.6028,0.1589,0.8396,0.6307,0.882,1
2.239,1.08,1.809,0.5584,0.151,0.8311,0.6185,0.8869,1
1.808,1.09,1.887,0.4907,0.1345,0.801,0.6022,0.9386,1
1.306,1.09,2.519,0.5246,0.1262,0.7515,0.7173,0.9459,1
1.723,1.09,1.987,0.4858,0.1314,0.7924,0.6109,0.9314,1
1.276,1.08,1.993,0.4732,0.1324,0.7943,0.6047,0.9295,1
1.761,1.24,1.337,0.5038,0.1447,0.8265,0.5823,0.9035,1
1.721,1.21,2.032,0.4999,0.1411,0.8187,0.583,0.9218,1
1.844,1.12,2.022,0.5458,0.1492,0.8287,0.6152,0.8839,1
1.462,1.22,1.757,0.4951,0.1397,0.8152,0.5844,0.9319,1
1.951,1.09,1.857,0.5639,0.1506,0.8283,0.6248,0.9068,1
1.563,1.09,1.928,0.4714,0.1321,0.7936,0.6044,0.933,1
1.632,1.24,2.217,0.6115,0.1681,0.8646,0.6013,0.8895,1
1.374,1.08,1.957,0.473,0.1312,0.7915,0.6064,0.9352,1
1.592,1.09,2.201,0.5609,0.1494,0.825,0.6284,0.8949,1
2.492,1.22,1.732,0.5923,0.1639,0.8597,0.5967,0.9053,1
1.553,1.08,1.843,0.4869,0.1324,0.7964,0.6017,0.9504,1
1.861,1.09,1.608,0.4697,0.1294,0.7869,0.6099,0.9197,1
2.362,1.09,1.601,0.579,0.1525,0.8282,0.6346,0.9121,1
1.303,1.1,1.657,0.4669,0.1298,0.788,0.6061,0.9571,1
1.599,1.22,1.684,0.4949,0.1424,0.8221,0.5772,0.916,1
1.72,1.22,1.353,0.4864,0.1392,0.8133,0.5864,0.9329,1
2.455,1.23,1.658,0.6118,0.1675,0.8626,0.6048,0.9026,1
2.513,1.23,1.695,0.5819,0.1623,0.8602,0.5854,0.903,1
1.811,1.12,1.634,0.4754,0.1316,0.7915,0.6121,0.9236,1
1.986,1.09,1.928,0.5831,0.1552,0.8337,0.6327,0.9111,1
1.736,1.1,2.016,0.4866,0.1357,0.8052,0.5907,0.9163,1
1.84,1.08,1.599,0.4719,0.1306,0.7901,0.6068,0.9241,1
2.431,1.22,1.705,0.5781,0.1601,0.8544,0.5921,0.9136,1
1.667,1.09,1.39,0.4697,0.1283,0.7826,0.6195,0.9155,1
1.694,1.22,2.482,0.5813,0.1618,0.8583,0.5891,0.9217,1
2.386,1.09,1.598,0.5531,0.1486,0.8256,0.6218,0.9222,1
1.829,1.1,1.6,0.4651,0.1286,0.785,0.6082,0.9244,1
2.542,1.09,1.659,0.6026,0.1607,0.8449,0.6242,0.8964,1
1.62,1.1,1.767,0.4802,0.1316,0.7946,0.5997,0.9154,1
1.624,1.09,2.203,0.531,0.1275,0.7542,0.7164,0.9473,1
4.312,1.22,1.809,1.897,0.2789,-0.3049,0.8628,0.9458,1
1.903,1.31,2.013,0.626,0.1708,0.8665,0.6065,0.8815,1
2.47,1.09,1.874,0.5699,0.155,0.8437,0.5973,0.9052,1
2.502,1.22,1.738,0.6104,0.1665,0.8612,0.6034,0.8994,1
1.577,1.1,1.777,0.4952,0.1356,0.8016,0.6108,0.9407,1
2.474,1.23,1.669,0.5993,0.1646,0.8596,0.5997,0.908,1
2.42,1.24,1.705,0.5994,0.1651,0.8605,0.6002,0.8956,1
1.531,1.31,1.803,0.5098,0.1433,0.8229,0.5866,0.8933,1
1.351,1.09,2.491,0.5241,0.1248,0.7476,0.7207,0.9432,1
1.787,1.21,1.329,0.4869,0.138,0.8119,0.5806,0.9564,1
1.68,1.22,2.105,0.6265,0.167,0.8529,0.6273,0.8957,1
1.787,1.09,1.979,0.4855,0.1337,0.7997,0.5975,0.9403,1
1.777,1.08,1.588,0.4665,0.1314,0.7927,0.5987,0.9209,1
2.46,1.22,1.726,0.5986,0.1643,0.8588,0.6013,0.9099,1
1.718,1.21,1.587,0.4952,0.1402,0.8163,0.5843,0.9396,1
1.783,1.09,1.598,0.4739,0.1309,0.79,0.6118,0.9488,1
2.259,1.09,1.801,0.5639,0.1498,0.8305,0.6109,0.9241,1
2.467,1.22,1.71,0.5792,0.1608,0.8553,0.5938,0.9126,1
1.915,1.09,1.147,0.4001,0.09975,0.6927,0.7015,0.9913,1
1.829,1.09,1.588,0.4726,0.1301,0.7876,0.6141,0.9446,1
1.741,1.22,1.728,0.4902,0.1395,0.8153,0.5797,0.9421,1
2.512,1.24,1.769,0.5986,0.1659,0.863,0.5969,0.8804,1
1.907,1.08,1.266,0.4697,0.1306,0.7907,0.6025,0.9326,1
2.239,1.09,1.756,0.5557,0.1458,0.8162,0.6363,0.9107,1
1.792,1.31,1.658,0.5121,0.1442,0.8258,0.5823,0.913,1
1.692,1.23,2.165,0.5772,0.1609,0.8575,0.5866,0.9047,1
2.269,1.24,1.665,0.6026,0.1638,0.854,0.6135,0.8937,1
2.013,1.08,1.508,0.4654,0.1307,0.7911,0.5989,0.9485,1
1.843,1.1,1.854,0.4844,0.1324,0.7965,0.6002,0.907,1
1.531,1.08,1.958,0.464,0.1281,0.7838,0.6086,0.9588,1
2.441,1.22,1.717,0.5793,0.1608,0.8554,0.5939,0.8962,1
1.774,1.09,1.614,0.4478,0.1211,0.7658,0.6163,0.9375,1
2.42,1.17,1.624,0.618,0.1654,0.8544,0.6161,0.8779,1
2.483,1.23,1.681,0.612,0.1668,0.8607,0.6063,0.8965,1
1.924,1.09,1.638,0.4619,0.1265,0.7796,0.6123,0.9515,1
1.854,1.08,1.583,0.4666,0.129,0.785,0.6124,0.9239,1
2.475,1.09,1.61,0.5856,0.1583,0.8435,0.6189,0.9007,1
2.448,1.09,1.588,0.5797,0.1555,0.8375,0.6228,0.9034,1
1.649,1.09,1.608,0.4785,0.1329,0.7949,0.61,0.9279,1
1.398,1.31,1.837,0.5111,0.1438,0.8244,0.5853,0.8852,1
2.383,1.23,1.695,0.6019,0.1654,0.8602,0.6023,0.9073,1
1.666,1.09,1.428,0.47,0.129,0.785,0.6151,0.9186,1
2.479,1.3,1.752,0.6201,0.1695,0.8654,0.6043,0.8956,1
2.506,1.22,1.725,0.5836,0.1622,0.8586,0.591,0.9072,1
1.774,1.09,1.736,0.4776,0.1324,0.7959,0.5994,0.9255,1
1.652,1.22,2.327,0.5884,0.1605,0.8528,0.5993,0.8999,1
1.561,1.09,1.607,0.4763,0.132,0.792,0.6138,0.9187,1
1.727,1.08,2.094,0.5665,0.1519,0.8298,0.6278,0.9205,1
2.128,1.09,1.64,0.5423,0.1471,0.825,0.6136,0.8809,1
2.515,1.22,1.612,0.6069,0.1656,0.8579,0.6105,0.886,1
2.509,1.22,1.657,0.6036,0.1664,0.8629,0.5988,0.9086,1
2.068,1.24,1.85,0.6031,0.165,0.8592,0.6025,0.8944,1
1.523,1.09,2.469,0.594,0.1577,0.8368,0.6349,0.9201,1
1.713,1.08,2.301,0.5803,0.1541,0.8319,0.6319,0.9193,1
1.579,1.09,2.462,0.5928,0.1571,0.837,0.6305,0.9005,1
2.265,1.12,1.613,0.5845,0.1565,0.8384,0.6251,0.8996,1
1.737,1.09,1.567,0.4652,0.1308,0.7913,0.5992,0.9145,1
1.697,1.07,1.602,0.4759,0.1301,0.7864,0.6218,0.9317,1
1.768,1.08,1.586,0.4665,0.1283,0.7847,0.6073,0.9369,1
1.935,1.09,1.376,0.4562,0.1275,0.7829,0.6016,0.9356,1
2.513,1.1,1.764,0.5611,0.1509,0.8339,0.6064,0.9117,1
2.503,1.23,1.703,0.5773,0.1611,0.8582,0.585,0.9038,1
2.416,1.22,1.754,0.6069,0.1666,0.8615,0.6045,0.8969,1
2.335,1.22,1.632,0.5993,0.1665,0.864,0.5973,0.909,1
1.668,1.1,1.778,0.4839,0.1323,0.7958,0.6022,0.9257,1
1.713,1.12,1.599,0.4703,0.1314,0.7912,0.6085,0.8775,1
1.711,1.24,1.397,0.5019,0.1445,0.8263,0.5798,0.9112,1
2.418,1.23,1.705,0.578,0.1615,0.8578,0.5902,0.9175,1
2.253,1.22,1.666,0.6063,0.1664,0.8609,0.6056,0.92,1
2.504,1.23,1.804,0.6205,0.1687,0.8634,0.6059,0.8858,1
1.692,1.22,2.232,0.5949,0.1614,0.8519,0.6071,0.9393,1
1.9,1.09,1.756,0.4829,0.1327,0.7961,0.6044,0.929,1
1.8,1.09,2.175,0.5918,0.1558,0.838,0.6197,0.9075,1
1.726,1.22,1.985,0.4974,0.1399,0.8149,0.5888,0.944,1
1.791,1.09,1.599,0.4673,0.1298,0.788,0.6063,0.9422,1
1.71,1.09,2.328,0.5234,0.1264,0.7529,0.7149,0.9445,1
2.533,1.22,1.751,0.6126,0.1676,0.8628,0.6043,0.8868,1
1.356,1.09,1.882,0.4803,0.1307,0.7921,0.6032,0.9362,1
1.859,1.08,1.585,0.4671,0.1291,0.7858,0.6101,0.913,1
1.462,1.09,1.62,0.4013,0.09936,0.6913,0.7048,0.9763,1
2.494,1.22,1.69,0.5995,0.1663,0.8638,0.5961,0.9035,1
1.616,1.09,1.898,0.4726,0.1311,0.7899,0.613,0.9267,1
1.675,1.11,2.173,0.5898,0.1609,0.8495,0.6141,0.8903,1
1.935,1.09,1.681,0.4767,0.1321,0.7956,0.5983,0.8841,1
1.822,1.08,1.604,0.466,0.1302,0.7902,0.599,0.9281,1
2.385,1.22,1.711,0.5977,0.165,0.8601,0.6015,0.9033,1
1.507,1.09,1.582,0.4527,0.1268,0.7816,0.5979,0.9157,1
1.55,1.23,1.736,0.4981,0.1417,0.82,0.5824,0.9312,1
1.835,1.31,1.399,0.5161,0.1456,0.8281,0.586,0.8886,1
2.332,1.22,1.614,0.6095,0.1653,0.8558,0.6143,0.8957,1
1.456,1.22,1.796,0.4969,0.1426,0.8222,0.58,0.9159,1
2.437,1.1,1.706,0.574,0.1556,0.8425,0.6063,0.897,1
1.88,1.1,1.271,0.469,0.1307,0.7901,0.6062,0.9174,1
1.446,1.22,1.694,0.5016,0.1434,0.8236,0.5828,0.9331,1
1.506,1.09,1.989,0.4702,0.1293,0.7861,0.6125,0.9196,1
2.388,1.17,1.771,0.6146,0.1647,0.8536,0.6161,0.88,1
2.494,1.24,1.68,0.6039,0.1669,0.8638,0.599,0.8917,1
1.957,1.21,1.917,0.5962,0.1646,0.8616,0.5934,0.9165,1
1.958,1.09,1.726,0.4771,0.1325,0.7973,0.593,0.938,1
1.672,1.24,2.464,0.6049,0.1666,0.8609,0.6071,0.8876,1
1.695,1.08,1.272,0.4556,0.1239,0.773,0.6146,0.9475,1
1.707,1.24,2.472,0.6137,0.168,0.8614,0.6114,0.8771,1
1.736,1.22,1.882,0.4887,0.1392,0.8141,0.5821,0.9177,1
1.581,1.08,2.425,0.5785,0.1532,0.8318,0.6272,0.9266,1
2.295,1.23,1.691,0.5813,0.1623,0.8585,0.5924,0.9161,1
1.728,1.08,1.571,0.4694,0.1303,0.7891,0.6076,0.9301,1
1.959,1.09,1.834,0.4805,0.131,0.7939,0.5977,0.944,1
2.486,1.24,1.733,0.6316,0.1707,0.8614,0.6208,0.883,1
2.508,1.22,1.589,0.5689,0.1568,0.8447,0.6076,0.9306,1
1.807,1.09,1.577,0.4699,0.1312,0.7919,0.6037,0.9093,1
1.468,1.31,1.799,0.5117,0.1437,0.8235,0.5881,0.888,1
1.93,1.08,1.217,0.4665,0.1301,0.7885,0.6064,0.9274,1
1.982,1.1,1.785,0.561,0.151,0.83,0.6222,0.9016,1
1.939,1.11,1.996,0.5719,0.1356,0.7653,0.7199,0.9141,1
1.654,1.24,2.153,0.6151,0.1695,0.867,0.6012,0.8946,1
1.376,1.23,1.827,0.4956,0.1411,0.8187,0.5817,0.9357,1
1.924,1.09,1.61,0.4603,0.1282,0.7843,0.6043,0.9177,1
4.157,1.09,1.668,1.691,0.2637,-0.02639,0.8507,0.9618,1
1.515,1.08,1.972,0.4478,0.1225,0.7696,0.6115,0.9224,1
1.834,1.09,1.605,0.4778,0.133,0.7952,0.6093,0.9155,1
1.725,1.22,1.68,0.4912,0.1403,0.8173,0.5786,0.9389,1
1.857,1.09,1.627,0.4647,0.1278,0.7833,0.608,0.9567,1
2.328,1.22,1.705,0.5961,0.163,0.8558,0.6036,0.901,1
2.41,1.1,1.606,0.5638,0.1523,0.8327,0.6206,0.9169,1
2.209,1.21,1.646,0.6076,0.1644,0.8546,0.6134,0.9162,1
1.766,1.3,2.373,0.5896,0.1639,0.861,0.5926,0.8777,1
1.569,1.08,2.261,0.5261,0.1248,0.7474,0.7211,0.9439,1
2.291,1.25,1.607,0.6042,0.1649,0.8563,0.6126,0.9091,1
1.251,1.08,1.841,0.4702,0.1304,0.7892,0.6082,0.931,1
1.646,1.12,2.197,0.5956,0.1569,0.837,0.6288,0.8932,1
1.743,1.09,1.58,0.4675,0.1299,0.7885,0.6059,0.9416,1
2.243,1.22,1.895,0.5968,0.1631,0.8562,0.6026,0.9008,1
2.502,1.22,1.733,0.5978,0.1638,0.8568,0.605,0.9131,1
2.368,1.21,1.682,0.5999,0.165,0.8605,0.5988,0.9282,1
2.326,1.09,1.639,0.5499,0.1437,0.8115,0.639,0.9003,1
1.885,1.09,1.585,0.4659,0.1294,0.787,0.6072,0.9278,1
1.614,1.24,2.261,0.6074,0.1674,0.8639,0.6008,0.8918,1
2.42,1.09,1.612,0.5556,0.146,0.8162,0.6376,0.9181,1
1.315,1.09,2.537,0.526,0.125,0.7469,0.7229,0.9453,1
1.409,1.22,1.706,0.4952,0.1407,0.8157,0.5932,0.922,1
1.777,1.24,2.498,0.6016,0.1666,0.8638,0.5975,0.8833,1
2.14,1.09,1.856,0.5634,0.1548,0.8448,0.592,0.9222,1
1.837,1.09,1.596,0.4725,0.131,0.7897,0.6132,0.9205,1
2.522,1.24,1.771,0.6154,0.1676,0.8618,0.6064,0.8829,1
1.376,1.09,1.823,0.4816,0.1342,0.8016,0.5915,0.9331,1
1.608,1.09,2.159,0.5122,0.1235,0.7471,0.7156,0.9543,1
2.355,1.22,1.682,0.6022,0.1655,0.8607,0.6011,0.9162,1
1.619,1.09,2.486,0.5505,0.1489,0.8263,0.6218,0.8877,1
1.383,1.12,2.492,0.5301,0.1282,0.7563,0.7144,0.9314,1
2.537,1.22,1.719,0.6136,0.166,0.8564,0.6152,0.9,1
1.222,1.09,1.897,0.4728,0.1326,0.7941,0.6073,0.9155,1
2.496,1.09,1.653,0.5602,0.1486,0.8251,0.623,0.9203,1
2.509,1.24,1.694,0.6059,0.1681,0.8669,0.5953,0.896,1
1.686,1.24,2.214,0.6009,0.1668,0.8653,0.5942,0.8893,1
1.868,1.23,1.728,0.493,0.1404,0.817,0.5824,0.9454,1
1.613,1.09,2.135,0.553,0.1458,0.8164,0.6355,0.9198,1
1.658,1.09,1.343,0.3975,0.09919,0.6907,0.7022,0.9969,1
1.358,1.23,1.851,0.4999,0.14,0.8143,0.5939,0.9334,1
2.235,1.1,1.725,0.5632,0.1539,0.8406,0.6028,0.9231,1
1.385,1.09,1.571,0.3949,0.09781,0.6865,0.7057,0.997,1
1.799,1.09,1.588,0.4716,0.1307,0.7901,0.6082,0.9035,1
1.59,1.12,1.568,0.4677,0.1313,0.7917,0.6036,0.8985,1
1.912,1.17,1.561,0.4902,0.1363,0.8035,0.6066,0.91,1
2.371,1.22,1.718,0.5964,0.1633,0.8558,0.6057,0.9069,1
2.349,1.21,1.702,0.6267,0.1691,0.8611,0.6138,0.8997,1
1.59,1.08,2.377,0.5863,0.1548,0.8324,0.6336,0.9206,1
2.33,1.08,1.727,0.5754,0.1533,0.8333,0.6237,0.9136,1
2.298,1.09,1.575,0.5458,0.1491,0.8296,0.6109,0.8792,1
1.823,1.09,1.612,0.45,0.1201,0.7612,0.6301,0.9295,1
1.827,1.09,1.636,0.4669,0.1296,0.7874,0.6074,0.9542,1
2.46,1.22,1.727,0.5792,0.1592,0.8515,0.5966,0.902,1
2.483,1.23,1.698,0.5839,0.1624,0.8576,0.5962,0.9239,1
1.955,1.21,1.744,0.495,0.1398,0.8154,0.5849,0.9396,1
1.754,1.09,1.593,0.469,0.1317,0.7932,0.6006,0.9281,1
2.485,1.23,1.717,0.5825,0.163,0.8614,0.586,0.9175,1
1.528,1.09,1.961,0.4861,0.1331,0.7979,0.6015,0.9163,1
1.783,1.12,1.6,0.4725,0.1324,0.7949,0.6021,0.8887,1
2.476,1.24,1.691,0.6139,0.1702,0.8692,0.599,0.885,1
1.693,1.23,1.556,0.4949,0.1409,0.8183,0.5818,0.9364,1
2.496,1.23,1.723,0.5742,0.1592,0.8538,0.5885,0.9271,1
2.432,1.22,1.594,0.6166,0.169,0.8644,0.606,0.8892,1
2.082,1.08,1.789,0.5833,0.1539,0.8321,0.6293,0.9094,1
1.761,1.22,2.436,0.6131,0.165,0.8542,0.6162,0.8867,1
1.659,1.23,2.343,0.623,0.1682,0.8609,0.61,0.8884,1
2.338,1.21,1.703,0.5757,0.1587,0.8514,0.5938,0.9505,1
2.493,1.22,1.698,0.5974,0.1636,0.8592,0.5944,0.9087,1
1.775,1.09,1.809,0.4799,0.1321,0.7966,0.595,0.9436,1
1.79,1.23,1.726,0.4938,0.1405,0.8166,0.5854,0.916,1
2.456,1.22,1.751,0.6036,0.1654,0.8607,0.6,0.8983,1
1.671,1.08,1.372,0.4752,0.1309,0.7908,0.6091,0.9222,1
1.872,1.09,1.955,0.5477,0.146,0.8192,0.6277,0.8994,1
1.929,1.09,1.635,0.4571,0.1276,0.7833,0.6008,0.9358,1
1.938,1.1,2.362,0.5736,0.1569,0.8471,0.5976,0.9108,1
2.46,1.09,1.844,0.5762,0.1549,0.8392,0.6133,0.9105,1
2.402,1.22,1.735,0.6129,0.1675,0.8615,0.6083,0.9152,1
1.686,1.09,1.57,0.4685,0.1294,0.7868,0.6091,0.9142,1
1.606,1.23,1.707,0.4977,0.142,0.821,0.5793,0.9277,1
2.467,1.18,1.777,0.6305,0.1677,0.855,0.6233,0.882,1
2.191,1.09,1.625,0.5924,0.1575,0.8371,0.633,0.9119,1
2.252,1.23,1.711,0.597,0.1652,0.8615,0.5979,0.9124,1
1.642,1.09,1.608,0.4742,0.1297,0.7861,0.6187,0.9291,1
1.871,1.07,1.6,0.4713,0.1277,0.7821,0.6176,0.915,1
1.586,1.09,1.889,0.4697,0.1318,0.7931,0.6028,0.9351,1
1.974,1.08,1.492,0.4718,0.1299,0.7866,0.6166,0.9335,1
1.411,1.1,1.732,0.4037,0.1004,0.6942,0.7035,0.9673,1
2.469,1.23,1.719,0.6109,0.1657,0.8574,0.6108,0.8927,1
2.323,1.1,1.493,0.525,0.1273,0.7556,0.7119,0.9435,1
2.494,1.09,1.601,0.56,0.1508,0.8296,0.6221,0.9091,1
1.709,1.23,2.473,0.5841,0.1631,0.8609,0.588,0.9175,1
2.527,1.23,1.79,0.5998,0.165,0.8604,0.6,0.894,1
2.19,1.23,1.863,0.6015,0.1652,0.8599,0.6023,0.8925,1
1.354,1.12,2.489,0.5271,0.1278,0.7563,0.7128,0.9427,1
1.482,1.09,2.33,0.5246,0.1243,0.7459,0.7225,0.9363,1
1.295,1.09,1.849,0.4761,0.1322,0.7926,0.6123,0.9274,1
1.628,1.2,1.944,0.494,0.1399,0.8158,0.5835,0.938,1
1.369,1.09,1.694,0.4672,0.1306,0.7901,0.6041,0.9112,1
1.668,1.12,2.357,0.5281,0.1286,0.7587,0.7105,0.916,1
1.521,1.09,1.417,0.3853,0.09549,0.6793,0.7059,0.993,1
1.638,1.22,1.945,0.495,0.1416,0.8202,0.5787,0.9344,1
4.055,1.21,2.224,1.656,0.2663,0.03708,0.8432,0.9636,1
1.638,1.09,1.421,0.4644,0.1308,0.7919,0.5956,0.9155,1
2.458,1.24,1.646,0.6025,0.1671,0.8651,0.5966,0.9021,1
1.481,1.12,1.986,0.4745,0.133,0.7957,0.6043,0.9039,1
1.898,1.23,1.831,0.4948,0.1387,0.8116,0.5928,0.9292,1
2.458,1.24,1.718,0.5969,0.1657,0.8617,0.6007,0.8934,1
1.762,1.08,2.278,0.5217,0.1231,0.7429,0.7248,0.9477,1
1.472,1.08,2.497,0.5737,0.1529,0.8308,0.63,0.9275,1
1.348,1.09,1.775,0.4715,0.1315,0.792,0.6061,0.9214,1
1.635,1.22,1.769,0.4935,0.1372,0.8078,0.5963,0.9222,1
2.462,1.24,1.76,0.6127,0.1662,0.8572,0.6144,0.8926,1
4.298,1.09,1.63,1.779,0.2529,-0.2048,0.8703,0.9538,1
1.993,1.11,1.94,0.5988,0.1616,0.8499,0.6148,0.8907,1
1.771,1.1,1.715,0.4919,0.137,0.8067,0.5986,0.9049,1
1.986,1.09,1.536,0.4494,0.1214,0.7668,0.6152,0.9292,1
1.723,1.09,1.592,0.48,0.1327,0.7947,0.6091,0.9057,1
1.981,1.11,1.496,0.4908,0.1384,0.8101,0.5958,0.9065,1
1.752,1.09,2.215,0.5139,0.1232,0.7472,0.7145,0.9541,1
2.477,1.23,1.7,0.5989,0.1656,0.8631,0.5939,0.9027,1
1.349,1.12,1.918,0.4738,0.133,0.7966,0.6,0.8892,1
1.362,1.08,2.503,0.5204,0.125,0.7496,0.7165,0.9445,1
1.907,1.1,1.252,0.4898,0.136,0.8051,0.5955,0.9358,1
1.268,1.08,1.816,0.4629,0.1288,0.7859,0.6044,0.9219,1
1.861,1.08,2.146,0.5269,0.1255,0.749,0.7204,0.9491,1
1.716,1.22,1.695,0.4965,0.1417,0.8207,0.5785,0.9454,1
1.833,1.09,2.494,0.5802,0.1554,0.8417,0.6065,0.9325,1
1.324,1.09,1.798,0.3931,0.09675,0.6827,0.71,0.9859,1
1.573,1.09,1.609,0.4715,0.1306,0.7889,0.6124,0.9183,1
2.494,1.09,1.213,0.5008,0.1191,0.7361,0.7227,0.9418,1
2.496,1.22,1.754,0.6037,0.1643,0.8565,0.6074,0.9135,1
1.656,1.31,1.981,0.5104,0.1443,0.826,0.5819,0.8683,1
1.908,1.1,1.83,0.4864,0.134,0.799,0.605,0.9327,1
2.293,1.24,1.674,0.6129,0.1688,0.8649,0.605,0.8802,1
2.505,1.09,1.856,0.5755,0.1557,0.843,0.604,0.9234,1
2.459,1.09,1.593,0.5457,0.1493,0.8296,0.613,0.8886,1
1.815,1.09,1.8,0.4821,0.1331,0.7987,0.5956,0.936,1
2.37,1.24,1.693,0.6048,0.1671,0.8642,0.5986,0.8928,1
2.393,1.21,1.713,0.5947,0.1621,0.8534,0.6061,0.9231,1
1.884,1.09,1.586,0.4728,0.1299,0.7876,0.6125,0.9185,1
2.166,1.23,1.693,0.5767,0.1608,0.8577,0.584,0.899,1
1.399,1.09,1.926,0.4684,0.1281,0.783,0.6149,0.9467,1
1.887,1.08,1.569,0.4669,0.1281,0.7834,0.6122,0.9542,1
2.454,1.22,1.663,0.6127,0.1681,0.8638,0.6044,0.8993,1
1.528,1.1,1.957,0.4827,0.1358,0.8054,0.5887,0.9401,1
2.099,1.09,1.842,0.513,0.1237,0.75,0.7094,0.9435,1
1.364,1.08,1.791,0.4009,0.09858,0.6886,0.7087,0.9971,1
1.825,1.24,2.055,0.5964,0.1656,0.8634,0.5935,0.8855,1
1.769,1.09,2.035,0.5443,0.1485,0.8279,0.6132,0.9085,1
1.891,1.24,2.29,0.6072,0.1663,0.8603,0.6066,0.8822,1
1.562,1.08,1.619,0.4819,0.1327,0.7947,0.6105,0.9324,1
1.879,1.08,1.576,0.4678,0.13,0.789,0.6043,0.9318,1
2.45,1.09,1.911,0.5763,0.1551,0.8418,0.6047,0.9033,1
2.521,1.23,1.798,0.6072,0.1667,0.8614,0.6049,0.9047,1
2.372,1.09,1.503,0.543,0.1461,0.8211,0.6214,0.885,1
1.892,1.08,1.578,0.4691,0.1304,0.7897,0.605,0.9353,1
2.523,1.23,1.73,0.6057,0.1671,0.8635,0.6008,0.9027,1
1.743,1.22,1.437,0.4931,0.1406,0.818,0.5795,0.9294,1
1.792,1.1,1.843,0.4972,0.1362,0.8036,0.6078,0.918,1
2.157,1.09,1.805,0.5716,0.1542,0.8388,0.6099,0.9236,1
1.727,1.22,1.888,0.502,0.1421,0.8199,0.588,0.9244,1
4.242,1.1,1.729,1.712,0.2618,-0.06679,0.8554,0.9662,1
1.768,1.09,1.28,0.4567,0.128,0.7846,0.5981,0.9255,1
2.471,1.1,1.866,0.5691,0.1553,0.8438,0.5996,0.8966,1
1.882,1.11,1.272,0.4905,0.1349,0.8019,0.6007,0.9284,1
1.544,1.08,1.598,0.4744,0.1308,0.7895,0.6129,0.9373,1
2.393,1.11,1.713,0.6073,0.1639,0.8512,0.6217,0.8808,1
2.161,1.09,1.561,0.5558,0.1501,0.8295,0.6181,0.8977,1
2.469,1.08,1.568,0.5399,0.1476,0.8276,0.6076,0.8916,1
1.995,1.09,1.862,0.5415,0.1482,0.8274,0.6128,0.8796,1
1.744,1.09,2.055,0.5638,0.1523,0.8335,0.618,0.8741,1
1.82,1.09,1.647,0.4501,0.1221,0.7665,0.6244,0.9234,1
1.414,1.23,1.744,0.4973,0.1415,0.8191,0.5845,0.943,1
2.492,1.09,1.61,0.5984,0.16,0.8432,0.6269,0.9031,1
1.974,1.09,1.714,0.4814,0.1325,0.7967,0.5987,0.9467,1
2.109,1.22,1.817,0.5796,0.1615,0.8577,0.5895,0.8766,1
2.021,1.08,1.404,0.4673,0.1294,0.7866,0.6095,0.9147,1
1.499,1.31,1.778,0.509,0.1442,0.8249,0.5859,0.8891,1
1.957,1.23,1.695,0.5051,0.1437,0.8239,0.5857,0.9213,1
2.325,1.24,1.701,0.6016,0.1655,0.861,0.6,0.8914,1
2.26,1.09,1.651,0.6084,0.1607,0.8423,0.6306,0.8924,1
1.678,1.24,2.495,0.6066,0.1676,0.8653,0.5978,0.8925,1
1.747,1.09,1.615,0.471,0.1317,0.7925,0.6057,0.9335,1
1.861,1.22,2.273,0.6123,0.1654,0.8562,0.6125,0.8952,1
2.469,1.23,1.69,0.5894,0.164,0.8619,0.5895,0.9169,1
1.815,1.12,1.636,0.4642,0.1294,0.7872,0.6046,0.9041,1
1.865,1.23,1.752,0.4939,0.1417,0.8211,0.5753,0.9472,1
4.264,1.09,1.584,1.679,0.2558,-0.03702,0.8562,0.9707,1
2.397,1.22,1.721,0.5787,0.1593,0.8507,0.6013,0.8904,1
2.445,1.1,1.887,0.5719,0.1565,0.8463,0.5986,0.9167,1
1.939,1.08,1.918,0.4814,0.1335,0.8012,0.5863,0.9328,1
1.852,1.1,2.052,0.5738,0.1563,0.8441,0.6054,0.9168,1
2.503,1.23,1.717,0.6113,0.1675,0.862,0.6069,0.8933,1
1.576,1.22,1.668,0.5011,0.1424,0.8216,0.5824,0.9275,1
1.589,1.1,1.607,0.4697,0.1311,0.7905,0.6091,0.9252,1
1.966,1.1,1.697,0.4851,0.1345,0.8027,0.5905,0.9128,1
